Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
Gundam Breaker,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Samurai Warriors 2,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08
LEGO City Undercover,3DS,2013.0,Platform,Nintendo,0.52,0.77,0.07,0.11,1.47
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
White Album 2: Shiawase no Mukougawa,PSV,2013.0,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02
Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.09,0.0,0.04,0.21
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.14,0.07,0.03,0.49
Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Super Robot Taisen OG Infinite Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,Sega,0.0,0.0,0.22,0.0,0.22
Steins;Gate,PSV,2013.0,Adventure,PQube,0.04,0.04,0.0,0.02,0.1
Mugen Souls Z,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04
Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92
Contrast,PC,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21
Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1
Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,Square Enix,0.06,0.09,1.3,0.01,1.46
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,4.59
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013.0,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03
Ben 10 Omniverse 2,3DS,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01
Kannou Mukashi Banashi Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Minna no Ennichi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5
Resident Evil: Revelations,3DS,2012.0,Action,Capcom,0.3,0.22,0.3,0.05,0.88
The Idolmaster: Gravure For You! Vol.7,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Darksiders II,PS3,2012.0,Action,THQ,0.35,0.35,0.01,0.14,0.84
Detective Conan: Prelude from the Past,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73
Inazuma Eleven Go 2: Chrono Stone,3DS,2012.0,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47
Ailu de Puzzle,PSP,2012.0,Action,Capcom,0.0,0.0,0.04,0.0,0.04
Azada,3DS,2012.0,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
Jewel Quest 5: The Sleepless Star,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
 Tales of Xillia 2,PS3,2012.0,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84
New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9
Genroh,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58
Capcom Digital Collection,X360,2012.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02
Brothers Conflict: Passion Pink,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45
Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66
Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
Tekken Tag Tournament 2,PS3,2012.0,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
LittleBigPlanet Karting,PS3,2012.0,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87
Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71
Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.0,0.03,0.36
.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.39,0.0,0.15,0.67
Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.21,0.0,0.1,0.57
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5
Monster Hunter Tri,WiiU,2012.0,Role-Playing,Nintendo,0.24,0.19,0.22,0.04,0.69
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.11,0.24,0.07,0.73
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35
NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09
Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
London 2012: The Official Video Game of the Olympic Games,PS3,2012.0,Sports,Sega,0.06,0.48,0.0,0.14,0.67
Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Oumagatoki: Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,0.03,0.0,0.03
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76
ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36
Silverlicious,DS,2012.0,Action,GameMill Entertainment,0.03,0.0,0.0,0.0,0.03
Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.32,0.0,0.21,0.03,0.57
Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
The Idolmaster: Gravure For You! Vol.9,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,Nintendo,0.33,0.0,0.33,0.02,0.67
The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
Trine 2,WiiU,2012.0,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,5pb,0.0,0.0,0.02,0.0,0.02
UnchainBlades EXXiV,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Shinken de Watashi ni Koi Shinasai! R,PS3,2012.0,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.05,2.16,0.0,0.55,6.76
Style Savvy: Trendsetters,3DS,2012.0,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.73
Summon Night 3,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
Dies Irae: Amantes Amentes,PSP,2012.0,Action,Views,0.0,0.0,0.02,0.0,0.02
Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.04,0.21,0.02,0.46
The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Etrian Odyssey IV: Legends of the Titans,3DS,2012.0,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83
Mechanic Escape,PS3,2012.0,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04
Tropico 4: Modern Times,PC,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03
Nike+ Kinect Training,X360,2012.0,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.04
Farming Simulator 2012,3DS,2012.0,Action,Excalibur Publishing,0.0,0.12,0.0,0.01,0.14
Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.28,0.12,0.0,0.04,0.44
[Prototype 2],X360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63
Hakuouki: Bakumatsu Musou Roku,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05
Yakuza 5,PS3,2012.0,Action,Sega,0.0,0.0,0.59,0.0,0.59
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54
Tokushu Houdoubu,PSV,2012.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
Twisted Metal (2012),PS3,2012.0,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.08,0.81
Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41
Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
Amnesia Later,PSP,2012.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
Time Travelers,PSV,2012.0,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
Strike Witches: Shirogane no Tsubasa,PSP,2012.0,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
The Amazing Spider-Man (Console Version),PS3,2012.0,Action,Activision,0.31,0.35,0.0,0.13,0.79
Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58
Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,0.04,0.0,0.0,0.0,0.05
Asura's Wrath,PS3,2012.0,Action,Capcom,0.18,0.12,0.06,0.05,0.4
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4
Hyakki Yagyou Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012.0,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96
Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.06,0.43
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
QUIZ PARTY,Wii,2012.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02
Heroes of Hellas 2: Olympia,DS,2012.0,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.03
Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42
XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,0.27,0.36,0.0,0.08,0.71
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Angry Birds Trilogy,3DS,2012.0,Action,Activision,0.38,0.2,0.0,0.05,0.63
White Album 2: Shiawase no Mukougawa,PS3,2012.0,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04
Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8
End of Nations,PC,2012.0,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95
Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95
Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
Sonic & All-Stars Racing Transformed,X360,2012.0,Racing,Sega,0.2,0.33,0.0,0.05,0.58
Medalot 7,3DS,2012.0,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12
Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.0,0.0,0.03,0.0,0.03
Record of Agarest War: Marriage,PSP,2012.0,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04
Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13
Puella Magi Madoka Magica Portable,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,0.0,0.03
Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,2.79,1.72,3.14,0.41,8.07
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54
Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.12,0.33,0.0,0.09,0.54
MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92
SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75
ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01
G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05
Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04
NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12
Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13
Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56
Nayuta no Kiseki,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16
Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Toshochu: Run for Money,3DS,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62
Sengoku Musou 3 Z Special,PSP,2012.0,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04
Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46
Call of Duty: Black Ops II,PS3,2012.0,Shooter,Activision,4.99,5.73,0.65,2.42,13.79
Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66
Game Party: Champions,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
Ben 10 Galactic Racing,PSV,2012.0,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04
God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,0.73,0.0,0.0,0.1,0.82
NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66
The Jak and Daxter Collection,PS3,2012.0,Platform,Sony Computer Entertainment,0.6,0.18,0.0,0.11,0.89
Ratchet & Clank Collection,PS3,2012.0,Action,Sony Computer Entertainment,0.47,0.13,0.02,0.1,0.72
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38
Guild 01,3DS,2012.0,Action,Level 5,0.0,0.0,0.05,0.0,0.05
X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
Scribblenauts: Unlimited,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61
Touch Shot! Love Application,PS3,2012.0,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03
Tales of the Heroes: Twin Brave,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04
WipeOut 3 The Game,Wii,2012.0,Action,Activision,0.36,0.0,0.0,0.03,0.39
The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.11,0.0,0.03,0.39
Rabbids Land,WiiU,2012.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03
Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Jyuzaengi: Engetsu Sangokuden,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91
FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16
Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04
Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04
Moshi Monsters: Moshlings Theme Park,DS,2012.0,Misc,Activision,0.03,0.33,0.0,0.04,0.4
Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
Jewel Match 2,DS,2012.0,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02
K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03
SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91
Secrets of the Titanic,DS,2012.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04
Tiger & Bunny: On-Air Jack!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Captain Morgane and the Golden Turtle,PC,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39
Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81
Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14
The Idolmaster: Gravure For You! Vol. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65
Metal Gear Solid HD Edition,PSV,2012.0,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39
Sangoku Koi Senki: Otome no Heihou!,PSP,2012.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9
Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,0.42,0.19,0.11,0.09,0.82
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96
Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,0.21,2.52
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012.0,Action,CyberFront,0.0,0.0,0.02,0.0,0.02
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012.0,Adventure,Gust,0.0,0.0,0.1,0.0,0.1
Tank! Tank! Tank!,WiiU,2012.0,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07
Little Battlers eXperience W,PSP,2012.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,Nintendo,0.0,0.0,0.27,0.0,0.27
Kimikare: New Semester,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27
Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26
Fairy Tail: Zelef Kakusei,PSP,2012.0,Action,Unknown,0.0,0.0,0.07,0.0,0.07
Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,0.0,0.0,0.01,0.0,0.01
Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
Inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07
Kobitodzukan: Kobito Kansatsu Set,3DS,2012.0,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28
Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,0.48,0.62,0.06,0.26,1.41
Sol Trigger,PSP,2012.0,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0,0.1
